# SignalP-5.0	Organism: Gram-negative	Timestamp: 20230503170357
# ID	Prediction	SP(Sec/SPI)	TAT(Tat/SPI)	LIPO(Sec/SPII)	OTHER	CS Position
megahit_904246_123-389	OTHER	0.024606	0.000693	0.011065	0.963636	
megahit_904283_3-899	OTHER	0.088057	0.034255	0.011146	0.866542	
megahit_904349_3-1742	OTHER	0.018512	0.049650	0.002316	0.929522	
megahit_904575_3-938	OTHER	0.003071	0.000485	0.000674	0.995771	
megahit_905038_239-796	OTHER	0.061660	0.031570	0.006119	0.900652	
megahit_905392_2-307	OTHER	0.002942	0.000370	0.000872	0.995816	
megahit_905622_1-1071	OTHER	0.001690	0.000300	0.000221	0.997788	
megahit_907432_1-576	LIPO(Sec/SPII)	0.002890	0.000143	0.996224	0.000742	CS pos: 20-21. LSG-CQ. Pr: 0.9975
megahit_907432_573-803	OTHER	0.000730	0.000833	0.003490	0.994947	
megahit_907495_2-658	OTHER	0.054970	0.001570	0.003182	0.940277	
megahit_908169_44-970	OTHER	0.007287	0.019348	0.000971	0.972395	
megahit_908169_967-1677	OTHER	0.000924	0.000230	0.001297	0.997549	
megahit_908245_1-1485	OTHER	0.008296	0.007221	0.002984	0.981499	
megahit_908480_82-588	OTHER	0.000572	0.000110	0.000563	0.998756	
megahit_908812_3-533	SP(Sec/SPI)	0.697312	0.000772	0.300460	0.001456	CS pos: 25-26. ALA-EQ. Pr: 0.6915
megahit_908845_160-879	OTHER	0.003221	0.000980	0.000606	0.995193	
megahit_909222_3-428	OTHER	0.007985	0.003426	0.000515	0.988074	
megahit_909738_1-612	OTHER	0.088338	0.118247	0.047071	0.746345	
megahit_909816_70-498	OTHER	0.026388	0.014509	0.002736	0.956366	
megahit_910030_2-169	OTHER	0.001914	0.001067	0.000241	0.996779	
megahit_910242_10-417	OTHER	0.020292	0.002136	0.003187	0.974385	
megahit_910287_127-243	OTHER	0.217735	0.088173	0.040321	0.653771	
megahit_911312_2-565	SP(Sec/SPI)	0.997196	0.000285	0.002020	0.000499	CS pos: 21-22. ANA-QE. Pr: 0.9928
megahit_911412_1-2745	OTHER	0.082048	0.060047	0.009186	0.848720	
megahit_911557_145-1311	SP(Sec/SPI)	0.836206	0.001105	0.154391	0.008298	CS pos: 20-21. CAA-GV. Pr: 0.4367
megahit_911712_140-1285	LIPO(Sec/SPII)	0.001301	0.000083	0.998358	0.000258	CS pos: 19-20. ITA-CE. Pr: 0.9993
megahit_911957_3-1271	OTHER	0.011125	0.014704	0.010211	0.963960	
megahit_911957_1271-2335	OTHER	0.004354	0.001815	0.001503	0.992328	
megahit_911981_93-581	OTHER	0.029588	0.000645	0.005382	0.964384	
megahit_912263_2-1048	OTHER	0.058092	0.068922	0.007466	0.865520	
megahit_912813_179-1369	OTHER	0.020595	0.004786	0.003845	0.970775	
megahit_913061_3-1367	OTHER	0.001659	0.000212	0.016083	0.982047	
megahit_913328_2-742	OTHER	0.032316	0.002389	0.008302	0.956993	
megahit_913753_140-637	SP(Sec/SPI)	0.942446	0.000320	0.056837	0.000397	CS pos: 21-22. ALA-AA. Pr: 0.8440
megahit_913809_3-677	OTHER	0.004930	0.010525	0.000860	0.983686	
megahit_913809_805-1347	OTHER	0.010076	0.000413	0.009343	0.980168	
megahit_914446_1-495	OTHER	0.012985	0.001297	0.000757	0.984960	
megahit_915088_13-1473	OTHER	0.023429	0.021120	0.002863	0.952588	
megahit_915089_3-401	OTHER	0.010282	0.005793	0.002193	0.981732	
megahit_915089_911-1972	OTHER	0.105728	0.002747	0.077808	0.813717	
megahit_915089_2566-4047	OTHER	0.023429	0.021120	0.002863	0.952588	
megahit_915130_2-844	OTHER	0.073021	0.002337	0.003164	0.921478	
megahit_915562_176-517	OTHER	0.169971	0.054316	0.026208	0.749505	
megahit_915564_525-1520	OTHER	0.345873	0.011535	0.167661	0.474931	
megahit_916297_86-457	OTHER	0.024968	0.005111	0.004380	0.965541	
megahit_916340_2-859	SP(Sec/SPI)	0.687626	0.119142	0.020530	0.172701	CS pos: 31-32. THA-DA. Pr: 0.3533
megahit_916340_985-1722	OTHER	0.016707	0.018292	0.001261	0.963739	
megahit_916927_29-1951	LIPO(Sec/SPII)	0.006638	0.009036	0.918614	0.065713	CS pos: 32-33. LSA-CS. Pr: 0.8670
megahit_916963_1-645	OTHER	0.026976	0.000515	0.004528	0.967981	
megahit_916970_595-1227	LIPO(Sec/SPII)	0.460111	0.000303	0.538780	0.000805	CS pos: 15-16. TFA-CS. Pr: 0.5417
megahit_917008_3-1358	SP(Sec/SPI)	0.795842	0.130841	0.008036	0.065281	CS pos: 33-34. SHA-LA. Pr: 0.5915
megahit_917121_1-1386	OTHER	0.003733	0.011266	0.000550	0.984451	
megahit_917282_3-1016	OTHER	0.037543	0.009145	0.005781	0.947531	
megahit_917282_1082-2161	OTHER	0.003438	0.003284	0.000361	0.992917	
megahit_917362_13-1317	OTHER	0.333107	0.009313	0.041846	0.615734	
megahit_917390_2-1300	LIPO(Sec/SPII)	0.016183	0.000378	0.977227	0.006212	CS pos: 28-29. LTS-CK. Pr: 0.9782
megahit_917434_393-701	OTHER	0.003086	0.001392	0.000555	0.994967	
megahit_917479_236-820	LIPO(Sec/SPII)	0.028624	0.124147	0.844725	0.002504	CS pos: 25-26. TSA-CT. Pr: 0.7872
megahit_917652_40-558	OTHER	0.036309	0.003651	0.009801	0.950239	
megahit_918124_2-664	OTHER	0.109568	0.024635	0.042598	0.823200	
megahit_918169_2-1015	OTHER	0.006856	0.004551	0.001777	0.986816	
megahit_918282_57-401	OTHER	0.335510	0.013825	0.029671	0.620995	
megahit_918309_838-2247	OTHER	0.008378	0.000749	0.000915	0.989958	
megahit_918340_321-881	OTHER	0.003644	0.001417	0.000345	0.994594	
megahit_918346_136-522	OTHER	0.021580	0.032259	0.007610	0.938551	
megahit_918389_13-204	SP(Sec/SPI)	0.914243	0.000778	0.008927	0.076051	CS pos: 24-25. TFA-GG. Pr: 0.8170
megahit_918498_80-1171	OTHER	0.011667	0.013703	0.004345	0.970286	
megahit_918590_2-1000	LIPO(Sec/SPII)	0.209425	0.001986	0.446437	0.342152	CS pos: 20-21. TLE-CT. Pr: 0.3744
megahit_918765_45-410	OTHER	0.045650	0.005901	0.017200	0.931249	
megahit_919392_14-373	OTHER	0.009352	0.004512	0.001948	0.984189	
megahit_920333_499-1302	OTHER	0.003532	0.002979	0.000609	0.992879	
megahit_920338_326-649	OTHER	0.016605	0.003446	0.002356	0.977592	
megahit_920348_3-1001	OTHER	0.181604	0.006510	0.005287	0.806599	
megahit_922401_156-1706	LIPO(Sec/SPII)	0.001038	0.000085	0.998648	0.000229	CS pos: 20-21. LTA-CS. Pr: 0.9993
megahit_923058_127-621	OTHER	0.001906	0.002273	0.000404	0.995417	
megahit_923380_148-456	OTHER	0.008381	0.000749	0.001144	0.989725	
megahit_923853_3-893	OTHER	0.069574	0.000737	0.052266	0.877423	
megahit_924012_94-1149	OTHER	0.002498	0.002416	0.000370	0.994716	
megahit_924138_2-472	OTHER	0.007543	0.004118	0.001390	0.986948	
megahit_924146_310-870	OTHER	0.034048	0.034160	0.007354	0.924438	
megahit_925280_215-769	OTHER	0.002192	0.001277	0.000294	0.996238	
megahit_925518_121-408	OTHER	0.082401	0.006155	0.012615	0.898829	
megahit_925584_565-2046	OTHER	0.440906	0.072517	0.044446	0.442131	
megahit_925968_2-277	OTHER	0.013684	0.004133	0.000189	0.981994	
megahit_926242_38-1051	OTHER	0.105533	0.023676	0.030371	0.840421	
megahit_926264_3-374	OTHER	0.006976	0.007996	0.000991	0.984037	
megahit_926470_3-518	OTHER	0.008622	0.019588	0.001329	0.970462	
megahit_926752_401-1186	OTHER	0.010256	0.004496	0.002856	0.982392	
megahit_926775_3-248	OTHER	0.006442	0.001323	0.001251	0.990984	
megahit_926775_399-1394	OTHER	0.006250	0.003122	0.000882	0.989746	
megahit_926946_1-1254	OTHER	0.012068	0.000870	0.000617	0.986445	
megahit_927674_2-658	OTHER	0.048744	0.002365	0.000935	0.947956	
megahit_927784_228-746	OTHER	0.007739	0.089070	0.001229	0.901962	
megahit_927944_94-369	SP(Sec/SPI)	0.926163	0.004147	0.008206	0.061483	CS pos: 26-27. SIA-QE. Pr: 0.8332
megahit_928096_2-1429	TAT(Tat/SPI)	0.059457	0.533193	0.337161	0.070189	CS pos: 49-50. PDA-EP. Pr: 0.2048
megahit_928458_2-514	SP(Sec/SPI)	0.752488	0.000997	0.099772	0.146742	CS pos: 20-21. AHG-AN. Pr: 0.6115
megahit_928458_523-1131	OTHER	0.004786	0.003614	0.000969	0.990631	
megahit_929542_188-1357	SP(Sec/SPI)	0.994048	0.000620	0.003118	0.002215	CS pos: 21-22. TLA-AQ. Pr: 0.9351
megahit_929542_1446-2249	SP(Sec/SPI)	0.476747	0.004766	0.070900	0.447587	CS pos: 28-29. GLA-GQ. Pr: 0.3802
megahit_929545_1-1173	OTHER	0.011613	0.003004	0.000948	0.984436	
megahit_929547_3-443	OTHER	0.056168	0.001236	0.001121	0.941475	
megahit_929866_2-580	OTHER	0.002907	0.044091	0.000618	0.952384	
megahit_929879_3-1064	OTHER	0.067883	0.002434	0.013499	0.916184	
megahit_929940_1-993	SP(Sec/SPI)	0.852919	0.139628	0.001072	0.006380	CS pos: 41-42. ALA-AD. Pr: 0.8580
megahit_929999_10-486	OTHER	0.135807	0.183383	0.027725	0.653086	
megahit_930007_2203-2655	OTHER	0.008624	0.014314	0.000917	0.976145	
megahit_930025_124-1161	OTHER	0.014012	0.001885	0.002090	0.982013	
megahit_930246_1-600	OTHER	0.015751	0.003379	0.002045	0.978825	
megahit_930290_425-907	OTHER	0.007606	0.002408	0.001846	0.988141	
megahit_930687_27-614	SP(Sec/SPI)	0.981496	0.000428	0.004787	0.013288	CS pos: 16-17. ANA-AF. Pr: 0.9452
megahit_931286_1066-2241	OTHER	0.007551	0.001254	0.001021	0.990175	
megahit_933189_506-1024	OTHER	0.023360	0.000358	0.010593	0.965689	
megahit_933360_3-668	OTHER	0.268043	0.094785	0.035696	0.601476	
megahit_933719_2-355	OTHER	0.001265	0.001194	0.000178	0.997363	
megahit_934523_1-531	OTHER	0.033646	0.018261	0.006064	0.942029	
megahit_934523_528-932	OTHER	0.033758	0.002352	0.004029	0.959861	
megahit_934644_85-885	OTHER	0.012834	0.022859	0.009064	0.955243	
megahit_935193_2-691	OTHER	0.040659	0.012601	0.009501	0.937239	
megahit_935432_2-1594	LIPO(Sec/SPII)	0.254707	0.015448	0.475656	0.254189	CS pos: 33-34. ICL-CS. Pr: 0.2091
megahit_935461_1-561	SP(Sec/SPI)	0.475081	0.003659	0.074220	0.447040	CS pos: 20-21. IIA-KQ. Pr: 0.2809
megahit_935498_477-1166	OTHER	0.098254	0.009817	0.035461	0.856468	
megahit_935498_1194-1988	SP(Sec/SPI)	0.981481	0.001828	0.013567	0.003124	CS pos: 23-24. AYG-HD. Pr: 0.9472
megahit_935536_212-1552	SP(Sec/SPI)	0.778396	0.038046	0.020356	0.163202	CS pos: 34-35. VMA-QT. Pr: 0.7846
megahit_936237_87-608	OTHER	0.008775	0.005346	0.001337	0.984543	
megahit_936637_1-555	OTHER	0.046093	0.244684	0.008028	0.701194	
megahit_937227_107-571	SP(Sec/SPI)	0.996202	0.000247	0.003208	0.000344	CS pos: 19-20. AFA-QP. Pr: 0.9771
megahit_937450_1-804	OTHER	0.053359	0.065195	0.010545	0.870901	
megahit_937726_87-1082	SP(Sec/SPI)	0.972911	0.017097	0.002545	0.007448	CS pos: 33-34. AVA-SE. Pr: 0.8775
megahit_937783_2-1033	TAT(Tat/SPI)	0.034042	0.964636	0.000578	0.000745	CS pos: 42-43. AFA-SS. Pr: 0.8667
megahit_938053_2-574	OTHER	0.005778	0.006781	0.003971	0.983470	
megahit_938526_132-353	OTHER	0.003212	0.000212	0.000400	0.996177	
megahit_939122_1-633	OTHER	0.016442	0.007170	0.003601	0.972788	
megahit_939695_1-534	OTHER	0.014820	0.004177	0.009085	0.971918	
megahit_939751_2-265	OTHER	0.013681	0.005015	0.004321	0.976983	
megahit_939773_150-989	OTHER	0.017327	0.054335	0.003092	0.925246	
megahit_939786_3-584	SP(Sec/SPI)	0.698095	0.000238	0.299662	0.002006	CS pos: 20-21. VFG-QI. Pr: 0.6805
megahit_940220_2-310	OTHER	0.022631	0.068032	0.001722	0.907614	
megahit_940316_453-1028	OTHER	0.006039	0.004060	0.000395	0.989506	
megahit_940631_3-944	OTHER	0.004024	0.004255	0.000363	0.991359	
megahit_940996_2-724	SP(Sec/SPI)	0.947082	0.048691	0.002263	0.001964	CS pos: 31-32. AFA-QT. Pr: 0.9642
megahit_941021_3-551	SP(Sec/SPI)	0.956384	0.022818	0.009581	0.011217	CS pos: 41-42. AQA-AP. Pr: 0.8880
megahit_941217_1-702	OTHER	0.019441	0.001569	0.000609	0.978381	
megahit_941272_224-898	OTHER	0.011748	0.001762	0.001606	0.984883	
megahit_941319_1-699	SP(Sec/SPI)	0.736811	0.107990	0.003730	0.151469	CS pos: 43-44. AKA-QN. Pr: 0.7798
megahit_941766_118-681	OTHER	0.218067	0.003455	0.012638	0.765841	
megahit_941815_43-1812	SP(Sec/SPI)	0.973867	0.005875	0.019143	0.001115	CS pos: 27-28. ALA-GS. Pr: 0.8816
megahit_942456_80-1021	OTHER	0.069265	0.208681	0.026515	0.695538	
megahit_943713_3-404	OTHER	0.001905	0.000691	0.000194	0.997210	
megahit_944274_42-1031	LIPO(Sec/SPII)	0.000783	0.000092	0.998921	0.000203	CS pos: 23-24. LAG-CS. Pr: 0.9995
megahit_944274_1127-1438	OTHER	0.002185	0.000197	0.000506	0.997112	
megahit_944941_2-538	OTHER	0.022808	0.000667	0.009646	0.966880	
megahit_945126_75-1112	OTHER	0.067286	0.001624	0.005917	0.925173	
megahit_945274_3-482	LIPO(Sec/SPII)	0.018450	0.003200	0.885897	0.092453	CS pos: 30-31. LPA-CG. Pr: 0.8812
megahit_945303_157-702	OTHER	0.017272	0.002405	0.004914	0.975410	
megahit_945774_2-634	OTHER	0.001436	0.001025	0.000245	0.997294	
megahit_945958_23-502	OTHER	0.022137	0.000792	0.002365	0.974705	
megahit_946301_3-506	OTHER	0.009016	0.001184	0.000443	0.989356	
megahit_948211_3-683	OTHER	0.008133	0.001529	0.001719	0.988619	
megahit_948214_3-860	OTHER	0.007201	0.000931	0.004448	0.987419	
megahit_948487_2-838	OTHER	0.011065	0.009210	0.013471	0.966254	
megahit_948576_73-531	LIPO(Sec/SPII)	0.000516	0.000052	0.999167	0.000264	CS pos: 20-21. LSA-CG. Pr: 0.9998
megahit_950129_103-375	LIPO(Sec/SPII)	0.001852	0.000146	0.997683	0.000319	CS pos: 19-20. AAG-CE. Pr: 0.9985
megahit_950693_204-848	OTHER	0.033037	0.108208	0.006722	0.852033	
megahit_950701_3-971	SP(Sec/SPI)	0.775043	0.002307	0.192057	0.030593	CS pos: 24-25. SKA-LS. Pr: 0.4141
megahit_950718_3-815	OTHER	0.001403	0.000274	0.000952	0.997370	
megahit_951857_120-716	OTHER	0.023377	0.007522	0.000614	0.968487	
megahit_952438_30-1346	OTHER	0.002452	0.003011	0.000259	0.994278	
megahit_952458_3-371	SP(Sec/SPI)	0.990235	0.005136	0.002521	0.002108	CS pos: 31-32. AHA-DS. Pr: 0.9808
megahit_952646_3-299	OTHER	0.002276	0.001335	0.001631	0.994758	
megahit_952848_721-921	OTHER	0.103646	0.009345	0.013512	0.873497	
megahit_952850_81-1082	OTHER	0.004776	0.004296	0.000577	0.990351	
megahit_953149_12-359	OTHER	0.003303	0.000292	0.000378	0.996027	
megahit_953828_2-1303	OTHER	0.003613	0.003192	0.000362	0.992834	
megahit_953842_3-716	SP(Sec/SPI)	0.994585	0.002057	0.002532	0.000825	CS pos: 26-27. TQA-AT. Pr: 0.9627
megahit_953848_90-887	OTHER	0.008824	0.000846	0.002065	0.988265	
megahit_953849_90-671	OTHER	0.008824	0.000846	0.002065	0.988265	
megahit_954559_847-1845	OTHER	0.207057	0.038303	0.032399	0.722240	
megahit_954559_4340-4933	LIPO(Sec/SPII)	0.003011	0.000030	0.996852	0.000107	CS pos: 17-18. SAG-CH. Pr: 0.9972
megahit_955749_486-794	OTHER	0.027753	0.002523	0.007297	0.962426	
megahit_956216_355-1515	OTHER	0.003971	0.000869	0.000595	0.994564	
megahit_956239_2-445	OTHER	0.006987	0.031970	0.013879	0.947164	
megahit_956452_8-922	OTHER	0.367909	0.004162	0.147841	0.480087	
megahit_956466_3-65	OTHER	0.060468	0.028787	0.032351	0.878393	
megahit_956528_1-996	LIPO(Sec/SPII)	0.005631	0.000095	0.993775	0.000500	CS pos: 18-19. IFA-CD. Pr: 0.9963
megahit_956960_81-1016	SP(Sec/SPI)	0.909678	0.007809	0.035485	0.047028	CS pos: 27-28. SVA-DE. Pr: 0.6115
megahit_957136_3-842	OTHER	0.035478	0.013853	0.009927	0.940742	
megahit_957773_1-726	OTHER	0.002435	0.002382	0.000358	0.994826	
megahit_957809_1-1068	OTHER	0.115421	0.038281	0.012952	0.833345	
megahit_958297_2-1057	OTHER	0.007651	0.001123	0.002013	0.989213	
megahit_958387_3-965	OTHER	0.002202	0.004161	0.000158	0.993479	
megahit_958887_2-667	OTHER	0.002238	0.000866	0.000592	0.996304	
megahit_958938_3-260	OTHER	0.032678	0.001956	0.010133	0.955233	
megahit_959724_2-1078	SP(Sec/SPI)	0.491008	0.000696	0.050245	0.458051	CS pos: 12-13. VTA-AE. Pr: 0.3406
megahit_959998_81-617	OTHER	0.125358	0.014715	0.021518	0.838409	
megahit_960007_1114-1779	OTHER	0.002792	0.002126	0.000510	0.994571	
megahit_960012_1-666	OTHER	0.026073	0.006432	0.008026	0.959470	
megahit_960160_1-717	SP(Sec/SPI)	0.997148	0.000309	0.002257	0.000286	CS pos: 21-22. ALA-EN. Pr: 0.9893
megahit_960218_30-947	OTHER	0.060181	0.012181	0.042304	0.885335	
megahit_960333_114-398	OTHER	0.004074	0.001427	0.000770	0.993728	
megahit_961269_1-582	OTHER	0.013611	0.069989	0.000928	0.915472	
megahit_961339_2-937	OTHER	0.001305	0.000516	0.000180	0.997999	
megahit_961418_31-1968	SP(Sec/SPI)	0.780233	0.000605	0.204518	0.014645	CS pos: 21-22. VSA-SQ. Pr: 0.7346
megahit_961525_2-706	OTHER	0.008434	0.004263	0.001021	0.986282	
megahit_961872_1-306	OTHER	0.007929	0.006782	0.000595	0.984695	
megahit_962166_3-767	OTHER	0.058728	0.001150	0.003919	0.936203	
megahit_962242_34-1317	LIPO(Sec/SPII)	0.383329	0.043132	0.545415	0.028124	CS pos: 24-25. AIS-CS. Pr: 0.3410
megahit_962338_223-573	OTHER	0.009107	0.001255	0.003576	0.986061	
megahit_962771_3-704	OTHER	0.056253	0.017852	0.008213	0.917681	
megahit_962803_3-803	OTHER	0.004060	0.003540	0.002892	0.989508	
megahit_962808_230-1594	SP(Sec/SPI)	0.995268	0.001011	0.003247	0.000475	CS pos: 25-26. ANA-ET. Pr: 0.9431
megahit_962828_95-754	LIPO(Sec/SPII)	0.004684	0.000123	0.991748	0.003445	CS pos: 29-30. FIG-CA. Pr: 0.9833
megahit_963084_3-335	OTHER	0.003668	0.001191	0.001029	0.994111	
megahit_963406_3-401	OTHER	0.005526	0.001984	0.001068	0.991421	
megahit_963496_2-799	OTHER	0.010710	0.035179	0.004334	0.949776	
megahit_964033_356-661	OTHER	0.005112	0.000220	0.009944	0.984724	
megahit_964033_662-2092	OTHER	0.009465	0.005519	0.007769	0.977247	
megahit_964294_1-507	TAT(Tat/SPI)	0.001400	0.994613	0.000234	0.003754	CS pos: 57-58. LHA-DG. Pr: 0.8456
megahit_964304_3-764	OTHER	0.003980	0.003083	0.000595	0.992342	
megahit_964594_3-1319	SP(Sec/SPI)	0.643334	0.028514	0.066441	0.261711	CS pos: 22-23. VTA-TD. Pr: 0.3596
megahit_964916_2-2086	SP(Sec/SPI)	0.852876	0.003493	0.071353	0.072277	CS pos: 28-29. AFG-QS. Pr: 0.6792
megahit_964942_499-1440	OTHER	0.005358	0.006250	0.000746	0.987647	
megahit_965507_175-1503	OTHER	0.006265	0.001262	0.002112	0.990361	
megahit_965520_40-867	OTHER	0.008439	0.000917	0.002334	0.988309	
megahit_965694_3-266	OTHER	0.003071	0.003096	0.000713	0.993120	
megahit_965755_2-784	SP(Sec/SPI)	0.605261	0.012381	0.099511	0.282847	CS pos: 22-23. SEA-TQ. Pr: 0.4211
megahit_965814_170-1012	OTHER	0.101472	0.024377	0.018477	0.855673	
megahit_965847_192-1169	OTHER	0.018694	0.001630	0.009439	0.970237	
megahit_965919_3-272	TAT(Tat/SPI)	0.131896	0.328895	0.297683	0.241525	CS pos: 31-32. ASA-AV. Pr: 0.2365
megahit_966787_423-1010	OTHER	0.007665	0.008169	0.003267	0.980898	
megahit_966839_81-1796	OTHER	0.120409	0.134328	0.042861	0.702402	
megahit_967210_3-836	OTHER	0.010851	0.000736	0.001556	0.986857	
megahit_967471_2-640	OTHER	0.025976	0.000829	0.015044	0.958151	
megahit_967641_2-769	OTHER	0.005979	0.000506	0.000729	0.992786	
megahit_968508_61-1110	OTHER	0.006462	0.002352	0.000705	0.990480	
megahit_968516_2-1153	SP(Sec/SPI)	0.489985	0.190386	0.176020	0.143609	CS pos: 35-36. AQA-SG. Pr: 0.5741
megahit_968596_394-2703	OTHER	0.479168	0.004646	0.035783	0.480403	
megahit_968596_2985-5294	OTHER	0.479168	0.004646	0.035783	0.480403	
megahit_968977_250-807	OTHER	0.006485	0.005562	0.000639	0.987315	
megahit_969078_100-3057	SP(Sec/SPI)	0.987174	0.000774	0.011225	0.000826	CS pos: 26-27. VNA-QE. Pr: 0.9760
megahit_969115_364-894	OTHER	0.013785	0.002968	0.001193	0.982054	
megahit_969929_3-650	OTHER	0.023099	0.001890	0.003621	0.971390	
megahit_969997_49-462	OTHER	0.003170	0.000490	0.000452	0.995887	
megahit_969997_549-821	OTHER	0.010846	0.001452	0.002595	0.985108	
megahit_969997_879-1310	OTHER	0.006742	0.014685	0.002914	0.975660	
megahit_970738_1356-2072	OTHER	0.089851	0.136491	0.017423	0.756235	
megahit_971723_2-1024	OTHER	0.005215	0.013219	0.000431	0.981134	
megahit_971746_18-311	OTHER	0.229928	0.003822	0.025041	0.741209	
megahit_971813_265-546	OTHER	0.135447	0.006806	0.263713	0.594035	
megahit_971899_2-1222	OTHER	0.016002	0.000591	0.003824	0.979583	
megahit_972012_2-901	OTHER	0.002684	0.002356	0.000394	0.994567	
megahit_972194_3-707	OTHER	0.005949	0.001692	0.000285	0.992074	
megahit_972211_598-1212	OTHER	0.128582	0.068704	0.027528	0.775186	
megahit_972251_143-1894	LIPO(Sec/SPII)	0.036521	0.000199	0.961609	0.001671	CS pos: 18-19. LAG-CV. Pr: 0.9636
megahit_972412_384-3302	SP(Sec/SPI)	0.936124	0.005217	0.055800	0.002859	CS pos: 22-23. ATA-QH. Pr: 0.5139
megahit_972678_292-1614	OTHER	0.151545	0.000982	0.022907	0.824566	
megahit_972972_19-411	SP(Sec/SPI)	0.848546	0.039316	0.075700	0.036439	CS pos: 21-22. APA-QK. Pr: 0.2376
megahit_974404_534-1400	OTHER	0.004700	0.007880	0.000828	0.986592	
megahit_975564_3-296	OTHER	0.010747	0.001995	0.003007	0.984252	
megahit_975603_149-532	OTHER	0.006627	0.003833	0.000730	0.988809	
megahit_976547_1-429	LIPO(Sec/SPII)	0.013076	0.000094	0.984373	0.002457	CS pos: 21-22. ITN-CQ. Pr: 0.9829
megahit_980202_2-214	OTHER	0.010912	0.012977	0.004871	0.971240	
megahit_985482_2-226	OTHER	0.036069	0.003824	0.002343	0.957764	
megahit_987949_3-434	OTHER	0.006824	0.021581	0.000681	0.970914	
megahit_988420_1-516	OTHER	0.019431	0.001084	0.008761	0.970724	
megahit_989468_99-329	OTHER	0.004446	0.000831	0.000967	0.993756	
megahit_990052_1-288	OTHER	0.010507	0.002809	0.002446	0.984239	
megahit_992013_2-982	OTHER	0.024185	0.006429	0.002271	0.967115	
megahit_994884_207-656	SP(Sec/SPI)	0.740079	0.001876	0.129943	0.128102	CS pos: 28-29. STA-EI. Pr: 0.3263
megahit_1000501_24-218	OTHER	0.006465	0.001024	0.002445	0.990066	
megahit_1002041_1-327	OTHER	0.003335	0.000287	0.000629	0.995750	
megahit_1004297_1-201	OTHER	0.028331	0.004226	0.003290	0.964153	
megahit_1005410_285-740	OTHER	0.009930	0.002201	0.001072	0.986798	
megahit_1006061_1-471	SP(Sec/SPI)	0.984713	0.011437	0.002792	0.001059	CS pos: 27-28. ASA-VY. Pr: 0.9361
megahit_1006405_1-246	OTHER	0.011438	0.029364	0.002788	0.956411	
megahit_1007089_36-365	OTHER	0.004074	0.000966	0.000831	0.994130	
megahit_1011661_1-591	OTHER	0.062374	0.000844	0.003824	0.932958	
megahit_1011964_1-375	OTHER	0.003080	0.002252	0.000359	0.994309	
megahit_1016641_90-404	OTHER	0.003557	0.002120	0.001886	0.992436	
megahit_1017253_2-259	OTHER	0.008682	0.002164	0.000840	0.988314	
megahit_1018122_98-595	OTHER	0.004588	0.003095	0.001399	0.990918	
megahit_1019001_39-770	OTHER	0.000258	0.000035	0.000361	0.999346	
megahit_1019002_39-671	OTHER	0.000258	0.000035	0.000361	0.999346	
megahit_1019484_126-335	OTHER	0.004167	0.001332	0.000818	0.993682	
megahit_1019768_100-1332	SP(Sec/SPI)	0.952991	0.000296	0.037679	0.009035	CS pos: 19-20. SYS-QF. Pr: 0.8646
megahit_1019838_1-264	OTHER	0.005237	0.008589	0.001269	0.984906	
megahit_1020722_3-671	OTHER	0.015568	0.002661	0.001921	0.979850	
megahit_1021195_2-388	OTHER	0.004285	0.001026	0.000459	0.994231	
megahit_1021226_86-514	OTHER	0.159170	0.006482	0.011540	0.822808	
megahit_1021678_2-169	OTHER	0.016613	0.003609	0.007363	0.972415	
megahit_1021695_52-774	SP(Sec/SPI)	0.995972	0.001336	0.002337	0.000355	CS pos: 27-28. AHG-AV. Pr: 0.9227
megahit_1021846_111-698	OTHER	0.014239	0.000913	0.001027	0.983821	
megahit_1021913_2-316	OTHER	0.003390	0.001019	0.000289	0.995302	
megahit_1023100_2-553	TAT(Tat/SPI)	0.031886	0.545520	0.008918	0.413676	CS pos: 33-34. LHA-TV. Pr: 0.2116
megahit_1024408_174-947	SP(Sec/SPI)	0.631460	0.002892	0.063592	0.302056	CS pos: 24-25. VSA-IT. Pr: 0.3232
megahit_1024523_3-239	OTHER	0.008535	0.001447	0.001096	0.988923	
megahit_1024597_3-590	SP(Sec/SPI)	0.953505	0.000171	0.045297	0.001027	CS pos: 19-20. ATA-QH. Pr: 0.8781
megahit_1024695_2-853	OTHER	0.063728	0.020074	0.005871	0.910327	
megahit_1024976_459-2222	SP(Sec/SPI)	0.953917	0.000696	0.025742	0.019645	CS pos: 21-22. LSA-DE. Pr: 0.9068
megahit_1025788_3-2873	OTHER	0.030670	0.011055	0.003621	0.954654	
megahit_1026685_8-817	OTHER	0.000893	0.000195	0.000412	0.998500	
megahit_1026832_1-306	OTHER	0.011686	0.001028	0.002340	0.984946	
megahit_1026933_2-838	OTHER	0.015653	0.003260	0.001644	0.979444	
megahit_1026954_2-574	OTHER	0.003475	0.002188	0.000258	0.994080	
megahit_1027303_3-1130	OTHER	0.009150	0.003327	0.003314	0.984209	
megahit_1027590_176-1135	OTHER	0.011763	0.003234	0.008624	0.976378	
megahit_1028496_2-811	OTHER	0.005846	0.000823	0.040207	0.953123	
megahit_1028743_2-373	OTHER	0.005138	0.005376	0.001569	0.987918	
